org_type,org_name_clean,doc_count,authority_level,municipality_id,region_id,coverage_region_ids,coverage_region_count,match_method,notes
ΔΗΜΟΣ,ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ,10,municipality,9084,,,0,raw_alias_from_clean,raw alias of: ΙΩΑΝΝΙΤΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΒΑΛΑΣ,8,municipality,9012,,,0,raw_alias_from_clean,raw alias of: ΚΑΒΑΛΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΙΣΑΡΙΑΝΗΣ,4,municipality,9192,,,0,raw_alias_from_clean,raw alias of: ΚΑΙΣΑΡΙΑΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΛΑΒΡΥΤΩΝ,20,municipality,9133,,,0,raw_alias_from_clean,raw alias of: ΚΑΛΑΒΡΥΤΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ,14,municipality,9032,,,0,raw_alias_from_clean,raw alias of: ΚΑΛΑΜΑΡΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΛΑΜΑΤΑΣ,14,municipality,9254,,,0,raw_alias_from_clean,raw alias of: ΚΑΛΑΜΑΤΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΛΛΙΘΕΑΣ,8,municipality,9198,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Δήμος Καλλιθέας - Αττική
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,12,municipality,9321,,,0,raw_alias_from_clean,raw alias of: ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ,28,municipality,9092,,,0,raw_alias_from_clean,raw alias of: ΚΑΡΔΙΤΣΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΡΠΑΘΟΥ,4,municipality,9280,,,0,raw_alias_from_clean,raw alias of: ΚΑΡΠΑΘΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΡΠΕΝΗΣΙΟΥ,4,municipality,9157,,,0,raw_alias_from_clean,raw alias of: ΚΑΡΠΕΝΗΣΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΡΥΣΤΟΥ,16,municipality,9151,,,0,raw_alias_from_clean,raw alias of: ΚΑΡΥΣΤΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΣΣΑΝΔΡΑΣ,4,municipality,9057,,,0,raw_alias_from_clean,raw alias of: ΚΑΣΣΑΝΔΡΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ,10,municipality,9063,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Δήμος Καστοριάς - Δυτική Μακεδονία
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΤΕΡΙΝΗΣ,18,municipality,9047,,,0,raw_alias_from_clean,raw alias of: ΚΑΤΕΡΙΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ,14,municipality,9003,,,0,raw_alias_from_clean,raw alias of: ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΕΑΣ,4,municipality,9282,,,0,raw_alias_from_clean,raw alias of: ΚΕΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ,32,municipality,9118,,,0,raw_alias_from_clean,raw alias of: ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΗΦΙΣΙΑΣ,14,municipality,9171,,,0,raw_alias_from_clean,raw alias of: ΚΗΦΙΣΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΙΛΚΙΣ,4,municipality,9040,,,0,raw_alias_from_clean,raw alias of: ΚΙΛΚΙΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΙΜΩΛΟΥ,4,municipality,9286,,,0,raw_alias_from_clean,raw alias of: ΚΙΜΩΛΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΙΣΣΑΜΟΥ,20,municipality,9322,,,0,raw_alias_from_clean,raw alias of: ΚΙΣΣΑΜΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΟΖΑΝΗΣ,10,municipality,9068,,,0,raw_alias_from_clean,raw alias of: ΚΟΖΑΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ,6,municipality,9021,,,0,raw_alias_from_clean,raw alias of: ΚΟΜΟΤΗΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΟΝΙΤΣΑΣ,12,municipality,9085,ΗΠΕΙΡΟΥ,,0,manual_review_municipality,Δήμος Κόνιτσας - Ήπειρος
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΟΡΔΕΛΙΟΥ - ΕΥΟΣΜΟΥ,4,municipality,9033,,,0,raw_alias_from_clean,raw alias of: ΚΟΡΔΕΛΙΟΥ - ΕΥΟΣΜΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΟΡΙΝΘΙΩΝ,24,municipality,9243,,,0,raw_alias_from_clean,raw alias of: ΚΟΡΙΝΘΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΡΩΠΙΑΣ,2,municipality,9218,,,0,raw_alias_from_clean,raw alias of: ΚΡΩΠΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΥΘΗΡΩΝ,6,municipality,9209,,,0,raw_alias_from_clean,raw alias of: ΚΥΘΗΡΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,6,municipality,9152,,,0,raw_alias_from_clean,raw alias of: ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΚΩ,8,municipality,9284,,,0,raw_alias_from_clean,raw alias of: ΚΩ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΑΓΚΑΔΑ,4,municipality,9034,,,0,raw_alias_from_clean,raw alias of: ΛΑΓΚΑΔΑ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΑΜΙΕΩΝ,32,municipality,9160,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,0,manual_review_municipality,Δήμος Λαμιέων - Στερεά Ελλάδα
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΑΥΡΕΩΤΙΚΗΣ,8,municipality,9219,,,0,raw_alias_from_clean,raw alias of: ΛΑΥΡΕΩΤΙΚΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΕΒΑΔΕΩΝ,12,municipality,9145,,,0,raw_alias_from_clean,raw alias of: ΛΕΒΑΔΕΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΕΙΨΩΝ,4,municipality,9277,,,0,raw_alias_from_clean,raw alias of: ΛΕΙΨΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΕΥΚΑΔΑΣ,22,municipality,9121,,,0,raw_alias_from_clean,raw alias of: ΛΕΥΚΑΔΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΗΜΝΟΥ,6,municipality,9263,,,0,raw_alias_from_clean,raw alias of: ΛΗΜΝΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΗΞΟΥΡΙΟΥ,14,municipality,9120,,,0,raw_alias_from_clean,raw alias of: ΛΗΞΟΥΡΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΙΜΝΗΣ ΠΛΑΣΤΗΡΑ,8,municipality,9093,,,0,raw_alias_from_clean,raw alias of: ΛΙΜΝΗΣ ΠΛΑΣΤΗΡΑ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΟΚΡΩΝ,2,municipality,9161,,,0,raw_alias_from_clean,raw alias of: ΛΟΚΡΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΟΥΤΡΑΚΙΟΥ - ΠΕΡΑΧΩΡΑΣ - ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ,6,municipality,9244,,,0,raw_alias_from_clean,raw alias of: ΛΟΥΤΡΑΚΙΟΥ - ΠΕΡΑΧΩΡΑΣ - ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΛΥΚΟΒΡΥΣΗΣ - ΠΕΥΚΗΣ,10,municipality,9172,,,0,raw_alias_from_clean,raw alias of: ΛΥΚΟΒΡΥΣΗΣ - ΠΕΥΚΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΑΚΡΑΚΩΜΗΣ,4,municipality,9162,,,0,raw_alias_from_clean,raw alias of: ΜΑΚΡΑΚΩΜΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΑΛΕΒΙΖΙΟΥ,36,municipality,9306,ΚΡΗΤΗΣ,,0,manual_review_municipality,Δήμος Μαλεβιζίου - Κρήτη
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΑΝΤΟΥΔΙΟΥ - ΛΙΜΝΗΣ - ΑΓΙΑΣ ΑΝΝΑΣ,8,municipality,9153,,,0,raw_alias_from_clean,raw alias of: ΜΑΝΤΟΥΔΙΟΥ - ΛΙΜΝΗΣ - ΑΓΙΑΣ ΑΝΝΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΑΡΑΘΩΝΟΣ,8,municipality,9220,,,0,raw_alias_from_clean,raw alias of: ΜΑΡΑΘΩΝΟΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΕΓΑΛΟΠΟΛΗΣ,18,municipality,9239,,,0,raw_alias_from_clean,raw alias of: ΜΕΓΑΛΟΠΟΛΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΕΓΑΡΕΩΝ,10,municipality,9231,,,0,raw_alias_from_clean,raw alias of: ΜΕΓΑΡΕΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΕΣΣΗΝΗΣ,14,municipality,9255,,,0,raw_alias_from_clean,raw alias of: ΜΕΣΣΗΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΕΤΑΜΟΡΦΩΣΗΣ,2,municipality,9173,,,0,raw_alias_from_clean,raw alias of: ΜΕΤΑΜΟΡΦΩΣΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΟΝΕΜΒΑΣΙΑΣ,2,municipality,9251,,,0,raw_alias_from_clean,raw alias of: ΜΟΝΕΜΒΑΣΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΟΥΖΑΚΙΟΥ,34,municipality,9094,ΘΕΣΣΑΛΙΑΣ,,0,manual_review_municipality,Δήμος Μουζακίου - Θεσσαλία
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΥΚΗΣ,8,municipality,9016,,,0,raw_alias_from_clean,raw alias of: ΜΥΚΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΥΚΟΝΟΥ,8,municipality,9290,,,0,raw_alias_from_clean,raw alias of: ΜΥΚΟΝΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΥΛΟΠΟΤΑΜΟΥ,2,municipality,9317,ΚΡΗΤΗΣ,,0,manual_review_municipality,Δήμος Μυλοποτάμου - Κρήτη
ΔΗΜΟΣ,ΔΗΜΟΣ ΜΥΤΙΛΗΝΗΣ,4,municipality,9261,,,0,raw_alias_from_clean,raw alias of: ΜΥΤΙΛΗΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΑΞΟΥ & ΜΙΚΡΩΝ ΚΥΚΛΑΔΩΝ,24,municipality,9292,,,0,raw_alias_from_clean,raw alias of: ΝΑΞΟΥ & ΜΙΚΡΩΝ ΚΥΚΛΑΔΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΑΥΠΛΙΕΩΝ,10,municipality,9236,ΠΕΛΟΠΟΝΝΗΣΟΥ,,0,manual_review_municipality,Δήμος Ναυπλιέων - Πελοπόννησος
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΕΑΠΟΛΗΣ - ΣΥΚΕΩΝ,4,municipality,9035,,,0,raw_alias_from_clean,raw alias of: ΝΕΑΠΟΛΗΣ - ΣΥΚΕΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΕΑΣ ΖΙΧΝΗΣ,4,municipality,9053,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Δήμος Νέας Ζίχνης - Κεντρική Μακεδονία
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΕΑΣ ΙΩΝΙΑΣ,6,municipality,9174,,,0,raw_alias_from_clean,raw alias of: ΝΕΑΣ ΙΩΝΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,22,municipality,9058,,,0,raw_alias_from_clean,raw alias of: ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΕΑΣ ΣΜΥΡΝΗΣ,6,municipality,9200,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Δήμος Νέας Σμύρνης - Αττική
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΕΜΕΑΣ,6,municipality,9245,,,0,raw_alias_from_clean,raw alias of: ΝΕΜΕΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΕΣΤΟΡΙΟΥ,6,municipality,9064,,,0,raw_alias_from_clean,raw alias of: ΝΕΣΤΟΡΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΕΣΤΟΥ,2,municipality,9013,,,0,raw_alias_from_clean,raw alias of: ΝΕΣΤΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΟΤΙΑΣ ΚΕΡΚΥΡΑΣ,12,municipality,9118,,,0,raw_alias_from_clean,raw alias of: ΝΟΤΙΑΣ ΚΕΡΚΥΡΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,28,municipality,9240,,,0,raw_alias_from_clean,raw alias of: ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΝΟΤΙΟΥ ΠΗΛΙΟΥ,64,municipality,9107,,,0,raw_alias_from_clean,raw alias of: ΝΟΤΙΟΥ ΠΗΛΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΞΑΝΘΗΣ,12,municipality,9017,,,0,raw_alias_from_clean,raw alias of: ΞΑΝΘΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΞΥΛΟΚΑΣΤΡΟΥ - ΕΥΡΩΣΤΙΝΗΣ,2,municipality,9246,,,0,raw_alias_from_clean,raw alias of: ΞΥΛΟΚΑΣΤΡΟΥ - ΕΥΡΩΣΤΙΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΟΙΝΟΥΣΣΩΝ,4,municipality,9265,,,0,raw_alias_from_clean,raw alias of: ΟΙΝΟΥΣΣΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΟΙΧΑΛΙΑΣ,2,municipality,9256,,,0,raw_alias_from_clean,raw alias of: ΟΙΧΑΛΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΟΡΕΣΤΙΑΔΑΣ,4,municipality,9008,,,0,raw_alias_from_clean,raw alias of: ΟΡΕΣΤΙΑΔΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΟΡΧΟΜΕΝΟΥ,6,municipality,9146,,,0,raw_alias_from_clean,raw alias of: ΟΡΧΟΜΕΝΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΓΓΑΙΟΥ,20,municipality,9014,,,0,raw_alias_from_clean,raw alias of: ΠΑΓΓΑΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΙΑΝΙΑΣ,8,municipality,9222,,,0,raw_alias_from_clean,raw alias of: ΠΑΙΑΝΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΙΟΝΙΑΣ,2,municipality,9041,,,0,raw_alias_from_clean,raw alias of: ΠΑΙΟΝΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,12,municipality,9201,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Δήμος Παλαιού Φαλήρου - Αττική
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΛΑΜΑ,4,municipality,9095,,,0,raw_alias_from_clean,raw alias of: ΠΑΛΑΜΑ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΛΛΗΝΗΣ,10,municipality,9223,,,0,raw_alias_from_clean,raw alias of: ΠΑΛΛΗΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΞΩΝ,18,municipality,9119,ΙΟΝΙΩΝ ΝΗΣΩΝ,,0,manual_review_municipality,Δήμος Παξών - Ιόνια Νησιά
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ,8,municipality,9175,,,0,raw_alias_from_clean,raw alias of: ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΡΑΝΕΣΤΙΟΥ,30,municipality,9004,,,0,raw_alias_from_clean,raw alias of: ΠΑΡΑΝΕΣΤΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΡΓΑΣ,8,municipality,9089,ΗΠΕΙΡΟΥ,,0,manual_review_municipality,Δήμος Πάργας - Ήπειρος
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΡΟΥ,6,municipality,9294,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,0,manual_review_municipality,Δήμος Πάρου - Νότιο Αιγαίο
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΤΡΕΩΝ,22,municipality,9134,,,0,raw_alias_from_clean,raw alias of: ΠΑΤΡΕΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΑΥΛΟΥ ΜΕΛΑ,12,municipality,9036,,,0,raw_alias_from_clean,raw alias of: ΠΑΥΛΟΥ ΜΕΛΑ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΕΙΡΑΙΩΣ,6,municipality,9205,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Δήμος Πειραιώς - Αττική
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΕΛΛΑΣ,14,municipality,9044,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Δήμος Πέλλας - Κεντρική Μακεδονία
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΕΝΤΕΛΗΣ,8,municipality,9176,,,0,raw_alias_from_clean,raw alias of: ΠΕΝΤΕΛΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΕΡΑΜΑΤΟΣ,4,municipality,9206,,,0,raw_alias_from_clean,raw alias of: ΠΕΡΑΜΑΤΟΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΕΡΙΣΤΕΡΙΟΥ,10,municipality,9183,,,0,raw_alias_from_clean,raw alias of: ΠΕΡΙΣΤΕΡΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΕΤΡΟΥΠΟΛΗΣ,8,municipality,9184,,,0,raw_alias_from_clean,raw alias of: ΠΕΤΡΟΥΠΟΛΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΟΛΥΓΥΡΟΥ,50,municipality,9059,,,0,raw_alias_from_clean,raw alias of: ΠΟΛΥΓΥΡΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΟΡΟΥ,4,municipality,9210,,,0,raw_alias_from_clean,raw alias of: ΠΟΡΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΡΕΒΕΖΑΣ,8,municipality,9090,,,0,raw_alias_from_clean,raw alias of: ΠΡΕΒΕΖΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΡΕΣΠΩΝ,4,municipality,9071,,,0,raw_alias_from_clean,raw alias of: ΠΡΕΣΠΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΡΟΣΟΤΣΑΝΗΣ,2,municipality,9005,,,0,raw_alias_from_clean,raw alias of: ΠΡΟΣΟΤΣΑΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ,6,municipality,9037,,,0,raw_alias_from_clean,raw alias of: ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΥΛΗΣ,6,municipality,9113,,,0,raw_alias_from_clean,raw alias of: ΠΥΛΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,6,municipality,9257,,,0,raw_alias_from_clean,raw alias of: ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΠΥΡΓΟΥ,10,municipality,9141,,,0,raw_alias_from_clean,raw alias of: ΠΥΡΓΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ,18,municipality,9224,,,0,raw_alias_from_clean,raw alias of: ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΡΕΘΥΜΝΗΣ,6,municipality,9318,,,0,raw_alias_from_clean,raw alias of: ΡΕΘΥΜΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΡΗΓΑ ΦΕΡΑΙΟΥ,4,municipality,9108,,,0,raw_alias_from_clean,raw alias of: ΡΗΓΑ ΦΕΡΑΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΡΟΔΟΥ,2,municipality,9296,,,0,raw_alias_from_clean,raw alias of: ΡΟΔΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΑΛΑΜΙΝΑΣ,4,municipality,9211,,,0,raw_alias_from_clean,raw alias of: ΣΑΛΑΜΙΝΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΑΜΗΣ,46,municipality,9120,,,0,raw_alias_from_clean,raw alias of: ΣΑΜΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΑΜΟΘΡΑΚΗΣ,8,municipality,9009,,,0,raw_alias_from_clean,raw alias of: ΣΑΜΟΘΡΑΚΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΑΡΩΝΙΚΟΥ,2,municipality,9225,,,0,raw_alias_from_clean,raw alias of: ΣΑΡΩΝΙΚΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΕΡΒΙΩΝ,2,municipality,9069,,,0,raw_alias_from_clean,raw alias of: ΣΕΡΒΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΕΡΡΩΝ,14,municipality,9054,,,0,raw_alias_from_clean,raw alias of: ΣΕΡΡΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΙΘΩΝΙΑΣ,4,municipality,9060,,,0,raw_alias_from_clean,raw alias of: ΣΙΘΩΝΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΙΚΥΩΝΙΩΝ,12,municipality,9247,,,0,raw_alias_from_clean,raw alias of: ΣΙΚΥΩΝΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΙΦΝΟΥ,2,municipality,9289,,,0,raw_alias_from_clean,raw alias of: ΣΙΦΝΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΚΙΑΘΟΥ,2,municipality,9110,ΘΕΣΣΑΛΙΑΣ,,0,manual_review_municipality,Δήμος Σκιάθου - Θεσσαλία
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΚΥΔΡΑΣ,2,municipality,9045,,,0,raw_alias_from_clean,raw alias of: ΣΚΥΔΡΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΚΥΡΟΥ,4,municipality,9154,,,0,raw_alias_from_clean,raw alias of: ΣΚΥΡΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΟΥΛΙΟΥ,6,municipality,9078,,,0,raw_alias_from_clean,raw alias of: ΣΟΥΛΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΟΥΦΛΙΟΥ,4,municipality,9010,,,0,raw_alias_from_clean,raw alias of: ΣΟΥΦΛΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ,20,municipality,9226,,,0,raw_alias_from_clean,raw alias of: ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΠΕΤΣΩΝ,2,municipality,9212,,,0,raw_alias_from_clean,raw alias of: ΣΠΕΤΣΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΤΥΛΙΔΑΣ,28,municipality,9164,,,0,raw_alias_from_clean,raw alias of: ΣΤΥΛΙΔΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΥΜΗΣ,4,municipality,9297,,,0,raw_alias_from_clean,raw alias of: ΣΥΜΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΥΡΟΥ - ΕΡΜΟΥΠΟΛΗΣ,4,municipality,9300,,,0,raw_alias_from_clean,raw alias of: ΣΥΡΟΥ - ΕΡΜΟΥΠΟΛΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΣΦΑΚΙΩΝ,2,municipality,9324,,,0,raw_alias_from_clean,raw alias of: ΣΦΑΚΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΤΑΝΑΓΡΑΣ,24,municipality,9147,,,0,raw_alias_from_clean,raw alias of: ΤΑΝΑΓΡΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΤΕΜΠΩΝ,16,municipality,9101,,,0,raw_alias_from_clean,raw alias of: ΤΕΜΠΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΤΗΝΟΥ,6,municipality,9301,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,0,manual_review_municipality,Δήμος Τήνου - Νότιο Αιγαίο
ΔΗΜΟΣ,ΔΗΜΟΣ ΤΟΠΕΙΡΟΥ,4,municipality,9018,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,0,manual_review_municipality,Δήμος Τοπείρου - Ανατολική Μακεδονία & Θράκη
ΔΗΜΟΣ,ΔΗΜΟΣ ΤΡΙΚΚΑΙΩΝ,46,municipality,9114,,,0,raw_alias_from_clean,raw alias of: ΤΡΙΚΚΑΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΤΡΙΠΟΛΗΣ,78,municipality,9241,,,0,raw_alias_from_clean,raw alias of: ΤΡΙΠΟΛΗΣ
